date,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2019/3/27,265.922028,281.008301,0.005341,0,17.308855
2019/3/28,266.23468,275.639435,0.001965,0.25,0
2019/3/29,266.441956,280.396027,0.001917,0.4,0.461485
2019/3/30,271.799561,284.054413,0.002918,0.48,0.932311
2019/3/31,278.726288,288.060883,0.006118,0.37,9.614024
2019/4/1,278.770844,286.467682,0.006078,0.29,5.298096
2019/4/2,271.667175,282.417999,0.003265,0.36,0
2019/4/3,271.641449,282.781006,0.003174,0.39,0
2019/4/4,269.235962,278.942535,0.002345,0.33,0
2019/4/5,264.855133,279.023773,0.00169,0.37,0
2019/4/6,269.700531,281.664612,0.002407,0.42,0.95924
2019/4/7,271.843597,279.973907,0.004289,0.12,8.995223
2019/4/8,274.320038,286.897888,0.004491,0.43,0.303184
2019/4/9,275.382446,289.769867,0.004744,0.58,0
2019/4/10,279.646545,289.68988,0.005868,0.53,3.666414
2019/4/11,276.863403,293.735687,0.005055,0.84,0
2019/4/12,278.535492,296.690704,0.005549,1.06,1.579162
2019/4/13,278.288483,290.074097,0.005816,0.52,4.555793
2019/4/14,274.676849,286.211426,0.00429,0.44,0.474158
2019/4/15,275.977875,288.117889,0.004633,0.52,1.099126
2019/4/16,276.584229,290.506226,0.004912,0.63,3.06673
2019/4/17,279.892792,286.49472,0.006216,0.31,3.469824
2019/4/18,273.264923,285.805267,0.006936,0,12.023001
2019/4/19,280.622711,286.160858,0.006292,0.31,1.551091
2019/4/20,275.296265,285.761658,0.003265,0.59,0
2019/4/21,273.861755,289.944641,0.002651,0.87,0
2019/4/22,276.120178,297.43161,0.004077,1.28,0.318939
2019/4/23,274.050964,288.91333,0.003922,0.62,0
2019/4/24,271.416077,281.361969,0.002657,0.41,0
2019/4/25,272.638336,283.750122,0.002962,0.48,0.394558
2019/4/26,270.963715,282.966034,0.003178,0.38,10.915215
2019/4/27,269.67691,281.22406,0.003184,0.29,0
2019/4/28,268.804199,284.851013,0.002545,0.52,0
2019/4/29,268.476013,290.12735,0.002839,0.75,0
2019/4/30,272.671997,295.094879,0.003892,1.02,0.320232
2019/5/1,280.388611,292.63681,0.007666,0.48,0.795085
2019/5/2,283.085327,292.330353,0.011073,0.05,8.743621
2019/5/3,288.656006,295.850494,0.008805,0.93,0.377473
2019/5/4,280.066345,289.803833,0.006135,0.51,0
2019/5/5,275.046509,294.81485,0.004371,0.98,0
2019/5/6,278.204956,294.790222,0.005706,0.86,0
2019/5/7,281.403473,289.421753,0.007579,0.32,0.843843
2019/5/8,276.873657,291.553802,0.005367,0.64,2.373735
2019/5/9,273.41983,293.888702,0.00514,0.75,7.413424
2019/5/10,271.404419,292.279022,0.003917,0.78,0
2019/5/11,276.166626,298.296753,0.004327,1.32,0
2019/5/12,277.824493,296.038696,0.006224,0.88,0.805041
2019/5/13,278.701019,298.547272,0.006236,1.13,0
2019/5/14,277.419556,304.203766,0.005921,1.77,0
2019/5/15,280.765472,304.80954,0.007344,1.75,0
2019/5/16,287.790771,296.050598,0.010678,0.61,7.037736
2019/5/17,284.094452,295.489044,0.008208,0.76,1.85811
2019/5/18,278.998566,297.16864,0.004638,1.25,0
2019/5/19,277.36441,297.940887,0.005482,1.15,0
2019/5/20,283.842987,296.569031,0.008125,0.85,0.546429
2019/5/21,277.880402,295.091553,0.004581,1.05,0.605658
2019/5/22,276.822449,286.721069,0.004247,0.53,0.642903
2019/5/23,267.225586,287.90744,0.003568,0.49,0.793318
2019/5/24,270.584534,284.119507,0.002701,0.5,0
2019/5/25,270.648407,289.631104,0.00291,0.75,0
2019/5/26,274.228821,293.177826,0.003846,0.92,0
2019/5/27,276.563812,301.399628,0.005253,1.51,0
2019/5/28,284.610901,296.332642,0.008909,0.75,4.425031
2019/5/29,279.006866,302.733673,0.00608,1.62,0
2019/5/30,277.938782,305.511139,0.007158,1.78,0
2019/5/31,285.314697,298.027802,0.010734,0.66,0.998235
2019/6/1,290.177673,300.889252,0.013649,0.78,17.292221
2019/6/2,287.919128,298.399933,0.011294,0.74,1.521483
2019/6/3,285.335815,303.037872,0.009213,1.43,0
2019/6/4,282.991577,304.277466,0.006938,1.82,0
2019/6/5,284.416962,303.937408,0.009866,1.4,0
2019/6/6,286.886536,297.278809,0.008053,1.07,0
2019/6/7,281.694702,301.85141,0.006905,1.48,0
2019/6/8,284.158295,302.664581,0.008266,1.47,0
2019/6/9,283.640869,300.845184,0.007464,1.36,0
2019/6/10,281.946411,298.4758,0.009012,0.82,6.541369
2019/6/11,282.686096,295.408569,0.007904,0.74,1.288459
2019/6/12,280.091248,292.572113,0.006655,0.61,0
2019/6/13,276.956207,293.77597,0.007675,0.45,2.454602
2019/6/14,284.149506,295.093292,0.00952,0.53,8.728183
2019/6/15,282.272522,294.858093,0.008687,0.56,4.195007
2019/6/16,282.31839,297.585144,0.007768,0.93,0
2019/6/17,280.708496,297.87561,0.007834,0.89,1.48789
2019/6/18,284.311951,291.943756,0.008446,0.47,5.510495
2019/6/19,278.208221,294.514374,0.005647,0.85,0
2019/6/20,279.657776,291.909515,0.007412,0.44,0.445858
2019/6/21,282.504181,294.124725,0.008957,0.47,0
2019/6/22,283.194946,294.907349,0.007716,0.75,0
2019/6/23,282.690399,298.306824,0.008904,0.85,0.553159
2019/6/24,284.593719,300.006836,0.01101,0.78,1.507476
2019/6/25,290.26181,299.283234,0.011681,0.91,9.74268
2019/6/26,281.946625,297.883484,0.007546,0.98,0
2019/6/27,280.633942,297.519897,0.009095,0.67,2.728509
2019/6/28,288.014313,294.127319,0.011302,0.38,21.316406
2019/6/29,280.386688,291.334869,0.006558,0.56,0
2019/6/30,277.251007,296.159027,0.006583,0.81,0
2019/7/1,281.76474,296.366638,0.008299,0.72,0
2019/7/2,280.563568,295.27536,0.008254,0.6,4.239398
2019/7/3,282.975067,300.970398,0.008485,1.19,0
2019/7/4,285.416626,304.796265,0.010082,1.53,0
2019/7/5,286.595795,298.241364,0.012024,0.55,2.337862
2019/7/6,289.119873,298.786957,0.012615,0.65,9.123578
2019/7/7,284.923065,296.223297,0.009863,0.61,0.3862
2019/7/8,283.152588,297.855743,0.009694,0.7,4.850401
2019/7/9,284.551727,298.307495,0.010733,0.65,0.589901
2019/7/10,286.87323,298.72937,0.01164,0.67,0.647141
2019/7/11,286.901428,299.401855,0.011901,0.7,2.607658
2019/7/12,287.801544,303.621002,0.012093,1.19,0
2019/7/13,289.296112,307.359528,0.012789,1.69,2.487096
2019/7/14,293.444244,306.117676,0.013824,1.63,0
2019/7/15,284.191284,303.338928,0.0087,1.49,0
2019/7/16,286.270721,308.109863,0.011976,1.76,4.626385
2019/7/17,287.621063,297.133698,0.010602,0.71,3.023138
2019/7/18,281.252014,296.555511,0.006431,1,0
2019/7/19,282.361389,299.404175,0.008209,1.05,0
2019/7/20,287.503723,304.153748,0.010464,1.49,0
2019/7/21,286.829407,304.954681,0.009979,1.63,0
2019/7/22,287.277985,303.398956,0.010739,1.34,0
2019/7/23,287.657135,303.033691,0.011752,1.16,0.631096
2019/7/24,286.473724,302.663208,0.010654,1.22,0.556161
2019/7/25,284.768188,302.093445,0.010394,1.11,0
2019/7/26,286.748474,303.644287,0.010859,1.33,0
2019/7/27,289.754944,301.672028,0.013739,0.83,0
2019/7/28,292.454468,303.88385,0.015303,1.04,7.500952
2019/7/29,292.816467,303.371704,0.015593,0.96,4.498871
2019/7/30,293.094727,302.393829,0.014871,0.97,2.466721
2019/7/31,290.041321,300.022308,0.012217,0.89,0.43012
2019/8/1,282.76059,298.582733,0.00873,0.9,0
2019/8/2,285.49939,303.922943,0.010657,1.33,0
2019/8/3,287.93219,303.618469,0.012572,1.13,0.294298
2019/8/4,288.085175,301.665527,0.011981,0.99,0
2019/8/5,288.786652,296.228088,0.012499,0.41,0.79715
2019/8/6,290.599762,295.605072,0.012976,0.4,4.56648
2019/8/7,288.394501,295.510834,0.013671,0.16,21.398512
2019/8/8,288.01236,300.550446,0.011986,0.86,0.705002
2019/8/9,283.359375,302.27121,0.010498,1.06,0
2019/8/10,287.014221,300.423737,0.011627,0.85,0.281354
2019/8/11,292.001526,298.637238,0.013827,0.64,4.293049
2019/8/12,290.061768,295.234924,0.014159,0.16,32.120701
2019/8/13,288.695282,301.930115,0.012172,1.03,5.630827
2019/8/14,284.08371,303.568787,0.009227,1.43,0
2019/8/15,285.033844,297.458649,0.01099,0.55,0
2019/8/16,290.097443,306.05835,0.013245,1.48,1.942472
2019/8/17,287.391968,300.172577,0.014363,0.44,9.024259
2019/8/18,289.701904,298.725647,0.014425,0.41,32.184116
2019/8/19,289.939758,302.307129,0.012842,1.05,5.579251
2019/8/20,287.49585,301.393463,0.012046,0.92,0.458427
2019/8/21,288.927734,304.456482,0.014298,1.04,2.834919
2019/8/22,292.790741,302.346558,0.013922,1.08,2.728125
2019/8/23,287.961853,301.272278,0.012112,0.92,0.389752
2019/8/24,288.222992,299.31955,0.01183,0.77,1.128943
2019/8/25,286.074127,298.864258,0.010643,0.79,0.320694
2019/8/26,285.410248,297.590851,0.01019,0.7,0
2019/8/27,285.720795,301.862946,0.011248,1,0
2019/8/28,288.270325,301.566986,0.013672,0.74,2.081624
2019/8/29,288.693878,299.831146,0.012516,0.75,0
2019/8/30,287.418823,299.532379,0.012039,0.72,0
2019/8/31,286.835663,300.790833,0.012018,0.82,0
2019/9/1,288.486298,289.538086,0.013535,0,8.395699
2019/9/2,287.945587,299.095764,0.012169,0.68,0
2019/9/3,288.239929,300.270264,0.013118,0.68,3.915862
2019/9/4,285.061371,299.007751,0.008955,1.01,0
2019/9/5,285.697784,300.458984,0.011029,0.88,1.270082
2019/9/6,288.194458,299.801025,0.011139,0.92,0
2019/9/7,284.629639,301.066589,0.009986,1.05,0
2019/9/8,283.719849,294.401672,0.006952,0.84,0
2019/9/9,279.830658,294.207825,0.007332,0.62,0
2019/9/10,290.431152,302.017792,0.013402,0.96,10.197211
2019/9/11,286.37558,289.104614,0.012975,0,19.191032
2019/9/12,283.966644,297.472778,0.009306,0.76,0.446135
2019/9/13,280.908997,298.551636,0.008653,0.84,0
2019/9/14,284.606781,302.308685,0.009688,1.24,0
2019/9/15,287.150787,300.594208,0.011378,0.91,0.726055
2019/9/16,284.660095,291.705963,0.012286,0,8.348564
2019/9/17,278.523987,295.756653,0.010939,0.16,10.441394
2019/9/18,276.356689,290.972961,0.005662,0.54,0.336929
2019/9/19,276.976471,295.235382,0.005679,0.87,0
2019/9/20,279.758789,298.768982,0.007543,0.99,0.5427
2019/9/21,284.333466,298.762115,0.010401,0.73,0.459985
2019/9/22,284.418976,298.355194,0.00941,0.85,1.165871
2019/9/23,284.994598,295.877533,0.009497,0.64,34.655121
2019/9/24,276.122864,292.983948,0.006178,0.6,0
2019/9/25,281.215118,293.54364,0.00677,0.71,0.45225
2019/9/26,277.86026,293.556091,0.006516,0.64,0
2019/9/27,281.280975,298.282288,0.006938,1.09,0
2019/9/28,282.237213,300.065247,0.00814,1.12,0
2019/9/29,285.458374,296.593872,0.010307,0.6,4.894684
2019/9/30,283.63269,290.088867,0.01366,0,12.898324
2019/10/1,286.217377,294.785553,0.012523,0.15,13.760412
2019/10/2,280.930328,295.036774,0.007737,0.67,0.36798
2019/10/3,280.060577,291.821869,0.007073,0.5,0
2019/10/4,275.527679,288.678253,0.004629,0.54,0
2019/10/5,275.351471,297.64978,0.004251,1.25,0
2019/10/6,278.73819,299.885651,0.006465,1.23,0
2019/10/7,281.312958,295.294678,0.008797,0.54,6.863851
2019/10/8,283.230591,291.380371,0.010875,0.02,29.603371
2019/10/9,281.9375,291.943359,0.008527,0.36,1.474687
2019/10/10,277.781738,292.652222,0.006817,0.52,0
2019/10/11,282.6315,294.38208,0.009106,0.47,0
2019/10/12,285.312439,293.405121,0.009975,0.39,2.720843
2019/10/13,285.26532,291.353668,0.009019,0.38,5.049777
2019/10/14,284.448669,285.755524,0.007654,0.23,15.121464
2019/10/15,284.006592,296.383667,0.009031,0.71,25.521378
2019/10/16,282.680695,292.345428,0.00906,0.33,3.071552
2019/10/17,277.602783,285.751923,0.009039,0,12.953526
2019/10/18,278.348419,287.228333,0.006337,0.28,1.001853
2019/10/19,275.221527,291.188568,0.005855,0.5,0
2019/10/20,282.937866,296.643921,0.009032,0.68,22.056828
2019/10/21,276.893036,286.732239,0.004476,0.49,0.346299
2019/10/22,271.592529,286.465851,0.003086,0.57,0
2019/10/23,272.548004,287.363464,0.003006,0.64,0
2019/10/24,272.575989,286.539032,0.004316,0.4,2.028967
2019/10/25,279.261444,289.293091,0.006531,0.39,0.476715
2019/10/26,280.674927,289.788086,0.007222,0.37,0.914396
2019/10/27,280.688019,292.347443,0.007158,0.54,0
2019/10/28,273.745117,287.255432,0.00594,0.22,4.916988
2019/10/29,269.810883,280.116455,0.002861,0.3,0
2019/10/30,270.593781,282.960388,0.003408,0.34,0
2019/10/31,273.936737,290.865082,0.005263,0.53,0.34543
2019/11/1,283.033722,288.7117,0.007327,0.38,4.042957
2019/11/2,276.70163,290.843384,0.005976,0.5,0
2019/11/3,278.455048,291.970123,0.006294,0.57,1.831731
2019/11/4,274.832031,280.772522,0.004578,0.17,2.124671
2019/11/5,270.832489,278.591675,0.002986,0.25,0
2019/11/6,268.940826,280.208252,0.002865,0.29,0
2019/11/7,269.641541,284.092743,0.002904,0.45,0
2019/11/8,270.728973,284.601868,0.00336,0.42,0
2019/11/9,271.8013,285.84671,0.003274,0.51,0
2019/11/10,270.736572,287.398865,0.002714,0.65,0
2019/11/11,273.180389,288.097809,0.004525,0.47,0
2019/11/12,272.989197,288.973694,0.004879,0.46,0
2019/11/13,280.170959,283.583038,0.006885,0.08,19.491812
2019/11/14,282.485626,287.773682,0.005942,0.51,11.576092
2019/11/15,274.857086,284.592773,0.004892,0.27,0.319793
2019/11/16,275.076111,284.378021,0.004769,0.29,0.675702
2019/11/17,270.878448,282.231445,0.003555,0.29,0
2019/11/18,273.617188,284.744354,0.00432,0.34,0
2019/11/19,272.161346,276.636292,0.003375,0.16,0.588157
2019/11/20,268.594604,277.196014,0.003033,0.16,0
2019/11/21,270.58963,276.697906,0.003606,0.1,0
2019/11/22,266.406281,273.91275,0.002362,0.15,0
2019/11/23,265.15448,275.005951,0.002356,0.16,0
2019/11/24,266.385559,276.661499,0.002613,0.18,0
2019/11/25,268.494476,280.705994,0.003007,0.28,0
2019/11/26,270.944702,277.720428,0.003321,0.18,0.280075
2019/11/27,267.58905,278.331909,0.002869,0.2,0
2019/11/28,270.247009,277.929565,0.003313,0.17,0.300842
2019/11/29,270.851685,275.966309,0.003354,0.12,0
2019/11/30,268.345001,274.456573,0.002811,0.12,0
2019/12/1,265.989044,273.805481,0.002233,0.16,0
2019/12/2,264.601624,273.520966,0.002257,0.13,0
2019/12/3,264.545105,273.884155,0.002245,0.14,0
2019/12/4,264.132812,275.143066,0.002256,0.16,0
2019/12/5,267.463715,273.594879,0.002442,0.14,3.413679
2019/12/6,269.749084,275.589264,0.002642,0.2,1.483394
2019/12/7,265.908539,277.9599,0.002472,0.23,0
2019/12/8,266.173065,277.713959,0.00273,0.19,1.522275
2019/12/9,269.909241,270.663422,0.004035,0,15.098877
2019/12/10,271.383514,275.151733,0.003298,0.12,1.244825
2019/12/11,268.016418,275.484375,0.002517,0.18,0
2019/12/12,267.770508,277.118622,0.002362,0.25,0
2019/12/13,268.86676,275.52533,0.003219,0.09,4.502587
2019/12/14,270.073944,275.258636,0.003331,0.09,0
2019/12/15,264.895752,275.500366,0.002526,0.14,0
2019/12/16,260.870941,268.73999,0.001486,0.11,0
2019/12/17,257.822784,274.065216,0.00247,0.04,7.941208
2019/12/18,268.411652,278.645172,0.003653,0.11,6.533253
2019/12/19,263.036194,270.036865,0.001838,0.1,0.297008
2019/12/20,261.62796,273.298126,0.002124,0.11,4.410771
2019/12/21,271.06131,282.62207,0.004589,0.15,17.812231
2019/12/22,265.99704,272.427582,0.002117,0.14,0
2019/12/23,262.624725,268.540802,0.0015,0.12,0
2019/12/24,254.663498,270.114716,0.002025,0.01,18.721413
2019/12/25,270.263641,278.470734,0.003687,0.13,4.197688
2019/12/26,264.225891,271.519806,0.001853,0.14,0
2019/12/27,259.946259,274.224274,0.002993,0,16.193007
2019/12/28,263.408539,273.130951,0.002028,0.14,0.330193
2019/12/29,266.284546,278.643951,0.002051,0.32,0
2019/12/30,270.068085,280.283051,0.002948,0.3,0
2019/12/31,270.936554,281.322815,0.003849,0.21,1.214768
2020/1/1,281.161224,287.539795,0.004977,0.6,8.398995
2020/1/2,273.836639,286.378082,0.004853,0.34,10.319114
2020/1/3,260.977386,271.651123,0.001013,0.24,0
2020/1/4,262.608459,272.923859,0.001365,0.23,0
2020/1/5,266.037689,273.956543,0.002309,0.15,0
2020/1/6,269.320007,274.499786,0.002833,0.13,0.592371
2020/1/7,257.464813,271.369781,0.001295,0.16,0
2020/1/8,255.694885,261.295837,0.000864,0.07,0
2020/1/9,254.150513,271.062134,0.000854,0.2,0
2020/1/10,264.084412,271.818604,0.001699,0.17,0
2020/1/11,256.653351,270.57193,0.000965,0.19,0
2020/1/12,261.506134,276.178497,0.001243,0.32,0
2020/1/13,268.724915,279.735596,0.002749,0.29,0
2020/1/14,280.18335,284.474762,0.003464,0.64,4.307885
2020/1/15,273.893707,279.088806,0.00393,0.19,2.182097
2020/1/16,269.62793,273.92334,0.00249,0.18,0.929823
2020/1/17,263.976807,271.721313,0.001702,0.17,0
2020/1/18,264.436951,276.43454,0.001829,0.27,0
2020/1/19,268.507996,273.66922,0.002289,0.18,0
2020/1/20,264.582581,271.559998,0.001828,0.15,0
2020/1/21,259.241272,271.871185,0.001021,0.23,0
2020/1/22,264.196869,272.83548,0.001085,0.29,0
2020/1/23,262.995636,276.424011,0.001135,0.35,0
2020/1/24,263.827423,277.771851,0.001475,0.35,0
2020/1/25,266.037933,277.821228,0.00216,0.28,0
2020/1/26,267.789551,279.092987,0.002577,0.28,0
2020/1/27,270.082642,276.124054,0.002749,0.2,7.516769
2020/1/28,270.743835,275.020142,0.002799,0.18,3.898119
2020/1/29,270.424988,273.741516,0.002523,0.18,3.338947
2020/1/30,272.153381,277.805969,0.002573,0.32,11.146109
2020/1/31,263.206909,275.495941,0.001977,0.2,0
2020/2/1,264.694214,279.13324,0.001904,0.34,0
2020/2/2,264.862671,281.768066,0.001684,0.47,0
2020/2/3,267.840851,281.753296,0.002334,0.41,0
2020/2/4,268.491791,275.569214,0.002834,0.15,0
2020/2/5,267.336945,273.169312,0.002338,0.15,0.476234
2020/2/6,266.522858,271.635498,0.002099,0.14,0
2020/2/7,264.329193,273.854279,0.001887,0.19,0
2020/2/8,267.388306,273.467834,0.002444,0.14,4.277888
2020/2/9,263.766663,273.172791,0.001849,0.17,0
2020/2/10,264.30481,275.772888,0.002171,0.19,14.721232
2020/2/11,265.805634,273.281891,0.002537,0.1,8.099113
2020/2/12,262.797852,269.762207,0.001777,0.1,0
2020/2/13,259.055237,271.431091,0.001356,0.16,0
2020/2/14,260.729736,274.678009,0.001413,0.24,0
2020/2/15,269.286377,275.957031,0.002746,0.18,7.33341
2020/2/16,270.491364,278.624878,0.003984,0.09,19.312124
2020/2/17,267.769226,274.688171,0.002661,0.14,14.797523
2020/2/18,262.164612,274.383575,0.002033,0.16,0
2020/2/19,265.673035,279.225861,0.002338,0.29,0
2020/2/20,268.087067,278.869904,0.002472,0.29,0
2020/2/21,268.456207,280.809875,0.002571,0.35,0
2020/2/22,268.647308,283.835938,0.002593,0.47,0
2020/2/23,270.489563,286.16864,0.003021,0.54,0.322551
2020/2/24,277.579498,285.220154,0.004562,0.43,7.103345
2020/2/25,274.596466,282.597595,0.004312,0.27,0.840938
2020/2/26,271.169098,280.893219,0.002797,0.36,0
2020/2/27,270.042633,283.407227,0.003089,0.4,0
2020/2/28,273.048035,281.006958,0.003631,0.28,11.787099
2020/2/29,271.187592,279.404053,0.00337,0.23,11.454102
2020/3/1,269.327148,277.801117,0.003109,0.18,11.121104
2020/3/2,263.279846,271.460602,0.001593,0.17,0
2020/3/3,258.664703,266.387299,0.00108,0.12,0
2020/3/4,258.576996,269.843842,0.001055,0.18,0
2020/3/5,261.524994,269.036255,0.001623,0.1,16.262037
2020/3/6,257.234039,270.506531,0.001596,0.1,0
2020/3/7,257.20047,272.914734,0.001464,0.16,0
2020/3/8,267.91806,278.455078,0.003148,0.17,2.312335
2020/3/9,271.068085,278.518005,0.003036,0.25,1.067749
2020/3/10,265.536346,279.316803,0.002378,0.28,0
2020/3/11,269.999786,280.283813,0.002933,0.3,2.263292
2020/3/12,264.634308,273.796661,0.001482,0.25,0
2020/3/13,265.423248,280.4039,0.00238,0.32,15.558722
2020/3/14,267.068146,276.938263,0.00269,0.18,4.946118
2020/3/15,262.74118,275.91568,0.001521,0.28,0
2020/3/16,265.45224,277.84787,0.002222,0.26,0
2020/3/17,267.459198,280.075806,0.002813,0.27,5.755708
2020/3/18,273.897949,281.308563,0.004171,0.23,29.076769
2020/3/19,267.235352,278.642578,0.002108,0.33,0
2020/3/20,265.214508,279.12854,0.001996,0.33,0
2020/3/21,267.755432,276.94989,0.002822,0.17,3.900996
2020/3/22,267.945129,280.856995,0.002686,0.32,0.636773
2020/3/23,269.567963,281.520905,0.002822,0.35,0.79981
2020/3/24,273.347229,286.640472,0.003982,0.48,3.001662
2020/3/25,273.115692,284.475433,0.005282,0.17,11.13517
2020/3/26,269.983002,281.882477,0.002855,0.37,0
2020/3/27,271.22464,286.632141,0.003122,0.56,0
2020/3/28,274.638153,284.495453,0.003576,0.47,3.970583
2020/3/29,275.379974,283.266144,0.003637,0.42,0
2020/3/30,269.508392,279.39798,0.002143,0.38,0
2020/3/31,271.370941,290.042328,0.003651,0.67,1.245654
2020/4/1,272.236053,285.059265,0.005654,0.12,17.32555
2020/4/2,269.807251,279.047241,0.002921,0.26,0.411993
2020/4/3,269.976532,279.833588,0.002561,0.34,0
2020/4/4,271.895386,278.713501,0.002746,0.31,0
2020/4/5,269.48407,283.732727,0.002994,0.41,0
2020/4/6,271.158142,285.699188,0.003343,0.48,0
2020/4/7,271.922546,286.833832,0.003314,0.56,0
2020/4/8,273.098816,290.334961,0.003304,0.78,0
2020/4/9,274.735107,287.591736,0.004392,0.49,0
2020/4/10,271.532104,276.441101,0.004808,0,14.016509
2020/4/11,276.6745,290.901184,0.004629,0.7,0
2020/4/12,276.328949,297.264801,0.004503,1.2,0
